,sentence,physics,race,religion
1511,Wow that Is a powerful quote! There is a truth in that ✨,0,0,0
1512,This is so weird cuz I was legit looking at this photo this morning!!! Haha going through the archives of all our magic,0,0,0
1513,Facts!,0,0,0
1514,Beautiful!✨,0,0,0
1515,"Strangely enough, your pic reminds me that I'll be in those stomping grounds this week. But man good advice for those of us still in the 9-to-5 world.",0,0,0
1516,“We're so busy getting offended that we don't let the conviction sink through and do its job” 🙌🏾 #church,0,0,1
1517,Just read your blog and LOVED it 💕 - enjoy India - i absolutely adored it 🙌🙌,0,0,0
1518,Preach!,0,0,0
1519,Love this pic 🙌🏽 I'm trying to become a morning person.. slowly ☺️,0,0,0
1520,I took my freedom for granted and now I've put too much on my plate 😫,0,0,0
1521,Like it!,0,0,0
1522,"Marvelous Mondays! Only when I don't have to clock in for work..when I do, it's moody Mondays!😂😂😂😂",0,0,0
1523,How do you get your edges layed while traveling because I can't keep mine in place sitting down lol,0,0,0
1524,@queen_christabell I'm in tears 😭😭😭😭😭😭😭😭😭 I just started using the Gorilla Wax and Gorilla Snot products! I've used every gel in the world and these are the only ones that can lay me down for at least a few hours 😅,0,0,0
1525,I collect napkins from every country I go!.... never gonna know when you'll need them 🤷🏽‍♂️,0,0,0
1526,Awesome shot 😍,0,0,0
1527,@dakotaadan i hate u,0,0,0
1528,@glographics thanks! We will be sure to check them out! In the meantime I'll just keep peeping on your posts and dreaming!,0,0,0
1529,Those edges are immaculate! 😍💛💛🙌🏾,0,0,0
1530,@thefemtourage I can't 😭😭😭💀💀💀,0,0,0
1531,Miss you to woman of God! That video was funny!,0,0,0
1532,Your smile and happiness that you spread is just everything!!,0,0,0
1533,@sincerelyary you're super sweet!! ❤❤❤,0,0,0
1534,I absolutely love that necklace babe!!,0,0,0
1535,Keep sharing wonderful shots. I love to see them everyday <3,0,0,0
1536,Perfect for the travel lover!,0,0,0
1537,Such a pretty necklace! Love that as a souvenir idea.,0,0,0
1538,"love it, so cute!",0,0,0
1539,I do the same......small tokens usually jewelry to remember my travels. I love finding unique pieces from local vendors ❤️🌎❤️🌎,0,0,0
1540,"Oh you would just adore @soul_state_of_mind! Fellow island lover, travel addict, and jewelry connoisseur extraordinaire! 💕",0,0,0
1541,Okay edges LAID sis!,0,0,0
1542,@amandawalkins & @glographics You speak my language!!,0,0,0
1543,Super cute necklace! hope you're doing well 🙌,0,0,0
1544,Aw it's so pretty. 😍,0,0,0
1545,Nice 👌 handmade local stuff is great,0,0,0
1546,Beautiful ❤,0,0,0
1547,i like your pictures🔥👍🏼,0,0,0
1548,LOVE you 💪🏽❤️,0,0,0
1549,@philwaukee cheesin' Phil self! 🤣,0,0,0
1550,This SMILE is INFECTIOUS... GREAT HAPPY PIC! 😁,0,0,0
1551,Positivity energy is everything and yours radiates in everything you do,0,0,0
1552,Lol I love this quote and this sentiment especially bc I have the teeth for it 😁🤓,0,0,0
1553,Smiling is about “lending your joy to someone else who might need it more”. PREACHHHHHHHH!! Love this whole caption Glo!😁,0,0,0
1554,I was walking down the NYC streets today and some random guy was like “hello! How are you?” And I was so taken back by the energy he was giving off. I thought I was somewhere else for a second. 👌🏽,0,0,0
1555,Resting smile face is definitely a thing 😊 I have it for sure!,0,0,0
1556,I can feel your energy thru the screen girl ❤️,0,0,0
1557,Ur laughter is magnetic 👍👍👍,0,0,0
1558,LOVE your positivity! 🙌 Preach!,0,0,0
1559,Well said 😊👌,0,0,0
1560,Resting smile face...one of the best things I've heard today! Let's absolutely push that! 😁,0,0,0
1561,Best caption ever!,0,0,0
1562,Love your energy @glographics and you're absolutely right. Only you can determine what kind of energy you give and allow into your life. I call it the “act of relentless positivity” no matter what ❤️,0,0,0
1563,Love this shot! Stalking your Argentina trip to get ideas. Carry on!!,0,0,0
1564,Cuteeee 🖤,0,0,0
1565,Happy vibes👌,0,0,0
1566,Just retweeted your #SerenaWilliams vid!!! 🎾🎾🎾 love following your travels and would love to see your acting chops come to fruition!!! 💪🏾 get it gurl!,0,0,0
1567,Super cool! 🙌🏻🙌🏻🙌🏻🙌🏻,0,0,0
1568,@flaneriephoto I Love this one,0,0,0
1569,I agree! 😊 Sometimes a smile can make someone's day better,0,0,0
1570,Resting smile face over here! 🙋🏾‍♀️ I'm loving your Instagram! 💛,0,0,0
1571,"@thanzeemkr so, so true!! Couldn't agree more!",0,0,0
1572,@cakeladydee how exciting! Such a warm and beautiful place to be to ring in the new year too!,0,0,0
1573,@elisabethguay30 so dope!! Have an amazing trip!,0,0,0
1574,@daniela_thedazbox soooo colorful 😍,0,0,0
1575,@_aussieexpateslteacher_ thank you! It's a separate tshiand dress!!,0,0,0
1576,@alypetch how cool!! 😍😍😍,0,0,0
1577,@allie_in_wanderland aren't they?! 😍,0,0,0
1578,@zealliving it is SO beautiful and absolutely worth highlighting!,0,0,0
1579,@converseconnie94 hahaha love it!,0,0,0
1580,@moneteefah girrrrl 😂🙌🏾,0,0,0
1581,@thiswildtime great minds think alike! 😘❤,0,0,0
1582,@princessnonks good for you sis!!! So many amazing memories thanks to you!!!,0,0,0
1583,@ubiquitous_yinks couldn't agree with your assessment more! 🙌🏾,0,0,0
1584,@sarah_mynah awww❤❤❤❤,0,0,0
1585,@visitsouthafrica yaaaay! 🤗🤗🤗❤🙌🏾🙌🏾🇿🇦🇿🇦🇿🇦,0,0,0
1586,@jess_ismore whoop whoop! Lots of people celebrating NYE there!,0,0,0
1587,"@solsoeur YES, YES, YES!!!",0,0,0
1588,@glographics 👌🏽 you got it! 🙌🏽,0,0,0
1589,Looooved South Africa! 😍 Just came back home last Friday from a two week solo vacation. What a beautiful country 💫 and the people are incredibly open & generous. And not to forget the cute language Afrikaans. As a Dutchie it's quite understandible.,0,1,0
1590,Was just in Cape Town last month and enjoyed it. Can't wait to go back and explore some more,0,0,0
1591,THE COLORS! This photo is the perfect definition of traveling in color 😍,0,0,0
1592,Love it 😍,0,0,0
1593,"@glographics Just seeing this now! Johannesburg and Cape Town...I definitely used your blog for some tips, so thank you ☺️",0,0,0
1594,@tanygator aww yay!!! 💛,0,0,0
1595,@katrina___marie_ hahahahaahahahaha that's hilarious!,0,0,0
1596,@carrotmiku I hope you do too!!,0,0,0
1597,@dana.basri_ aww thank you so much for taking the time to read and comment! 💛,0,0,0
1598,@thepaintedpasspohahahaa yes!!!,0,0,0
1599,"@shaddz__ so, so true!!! Thank you!!! ❤️",0,0,0
1600,@aliciabu_ hahahaha us 👵👵🏻👵🏼👵🏽👵🏾👵🏿 gotta stick together! 😂,0,0,0
1601,@shaktifresh it's just so much easier 😂😂😂,0,0,0
1602,"@runaway_daydreamer ahh, good to know! I've never been to Medellin but I've been to Cartagena and didn't remember them using it! Languages are so fun!",0,0,0
1603,@monconduitahmedtravelers yessss! 💛,0,0,0
1604,"@meeshski ooooh, tempting!!",0,0,0
1605,"@tiiese hahahahha, thanks sis!!",0,0,0
1606,@cat_n_thetrap omg yay!!! There's soooo much to do! And Spring just started so the weather has been fairly decent!,0,0,0
1607,@simonemcfarlandtravel aww thanks Simone!!,0,0,0
1608,"@gigiaroundtheglobe hahaha, it's the cutest!!",0,0,0
1609,@j_dubweakley that's awesome!! Hope you enjoy it as much as I have!!,0,0,0
1610,@fedrasaysyolo aww thank you so much!!! I'll definitely take you up on that offer! ❤️,0,0,0
1611,"@emiline_ch that's amazing!!! I'm not sure what I'll be up to yet, but hope I get to catch you!",0,0,0
1612,@whatsa.mexiverdean so sweet!! 💛,0,0,0
1613,@iman_cooper it's so unique! 😍,0,0,0
1614,@afrolatinotravel thanks for the tip!!,0,0,0
1615,@noahhagos so dope! You enjoying it?,0,0,0
1616,@themomentbehind hahahaha! Too funny!,0,0,0
1617,@activeandabroad coming up! 😅,0,0,0
1618,"@ahouseofsparrows yesss, couldn't agree more!! 💛",0,0,0
1619,@rebecca.rummo yesss! Always a fun thing to experience and learn!,0,0,0
1620,@glographics you're most welcome you genius talent of a woman! You'll always be my idol❣️ so happy for you and all your success💞😘😘😘😘,0,0,0
1621,Have fun!!!,0,0,0
1622,@glographics looking forward to this! Happy Friday ☺,0,0,0
1623,@glographics yes it's been amazing so far. I have another week until I leave for my next destination,0,0,0
1624,"@glographics sounds awesome, would love to go! Have been in Central America but not yet South America, its on my list!❤️👏",0,0,0
1625,@monsieur_bradshaw I've seen so much already! This city should definitely not be slept on!,0,0,0
1626,@stil1poetry_photography haha awww 🤗,0,0,0
1627,@sinclairkennally aww thanks love!! 🤗,0,0,0
1628,@ethicallycurated will do! Thank you!!!,0,0,0
1629,"@dreamalocs ahh, from what country?",0,0,0
1630,"@beautifully.flawed.one aww, thank you, thank you, thank you!!! We were scaling the rooftop and my photographer was standing in the distance when I was playing with the leaves and got a shot of him before asking him to replicate. As amazing as it looks, it took a few takes. The pathat my gallery doesn't show. Takes 1-100 that didn't make it, haha",0,0,0
1631,"@travelbug206 whoop whoop! So happy to head that, thank you!!",0,0,0
1632,"@converseconnie94 Yay! I hope you do! @hiltonbuenosaires is in an area called Puerto Madero and central to all the spots I've hit so far: El Caminito, San Telmo Market, Plaza de Mayo, Galería Pacifico, and a cemetary. More info soon!",0,0,0
1633,@monconduitahmedtravelers I really appreciate this!! Thank you!! 🙏🏾🙏🏾🙏🏾,0,0,0
1634,"Absolutely beautiful photo❣️ All about that Hilton love, 💎. Congrats!",0,0,0
1635,Guapa! Beautiful photo,0,0,0
1636,@glographics USA,0,0,0
1637,"@dreamalocs nope, no visa required! This is my 3rd time here so I'm very sure",0,0,0
1638,"Def check out @espaciomalcolm and the AfroArgentine org DIAFAR. Tell our hermano Federico we said hi! 👋🏾 October is neighboring Uruguay's official Mes del Tango, Tango Month. Tango was born on the Rio Plata, the area where modern-day, Argentina and Uruguay meet. It was influenced by dances from candombe ceremonies and flourished in the brothels and the marginalized, overcrowded, conventillos of the suburbs of Montevideo and Buenos Aires, where Afrodescendants, immigrants, and gauchos, poor cowboys from the Pampas region who were displaced after the land was given to the elite and white immigrants, were relegated to live. The words “tambo” and “tango” were used to refer to “gatherings of newly arrived Africans to dance to drums,” which colonial powers attempted to ban. The word also referred to the house where Black people carried out their dances.",0,1,0
1639,"@afrolatinotravel wow, thanks for sharing!!",0,0,0
1640,Hi Gloria!! Check your DMs we'd love to have you join us for a panel in BA while you're here 😊,0,0,0
1641,"Beauty Looking to grow your page, Look up the link in my bio ❤",0,0,0
1642,We're so happy that you're enjoying your time in Buenos Aires! 😊,0,0,0
1643,My country🇦🇷 full of amazing places to visit! Come to mendoza🍷,0,0,0
1644,@eboneetravels love it!!,0,0,0
1645,Great post and Oktoberfest coverage. I'd probably be on the grass sleeping,0,0,0
1646,Honestly I studied abroad in Hong Kong and you could feel the stares when you would walk around the city. But one of the best moments was when I was exiting the metro and I spotted another black girl as she was entering. We both had a moment where it was like “I see you sis” it put a smile on my face for the rest of the day,0,1,0
1647,Awesome post!,0,0,0
1648,@glographics 🤗- it would be nice if I could spell properly too. Lol. Was typing fast and kept missing my k's from what I see.,0,0,0
1649,@glographics okay thank you!! Will do!,0,0,0
1650,I needed this reminder! Enjoy vacay even when you're the only bronzed beauty in sight!,0,0,0
1651,"A-MAY-ZING. You are truly inspiring. You should try Roskilde in Denmark next year. Def not beerfest, but a ton of fun and one of the craziest/best weeks of my life (one of the longest music festivals in the world). Plus, you've gotten a glimpse of how amazing Danes are :)",0,0,0
1652,QUEEN,0,0,0
1653,Not tired of this dress yet! Keep Octoberfest coming! Along with all the deets.,0,0,0
1654,"Hahahaha love the message! I am definitely the one who counts how many blacks are in the room. I used to get sad or angry but know, I am aware that more and more black people is travelling. We are slowly getting there 💕",0,1,0
1655,Agreed🙏🏾🙏🏾,0,0,0
1656,I spotted you there ! Did a double take and then you were gone! Wish I could have said hi. Hope you had fun I sure know I did 😂 and keep up the great work!,0,0,0
1657,"Everywhere I go, I count em too!! Haha. Girl you always have the best captions, always so full of information and the best jokes. I always look for your posts to see what you're talking about next! Keep it up girl, I do admire you!😍",0,0,0
1658,@momiriam @sweetrypie Love it!!,0,0,0
1659,@momiriam can't wait!!!!,0,0,0
1660,"I love the self reflection and awareness in this. As a woman and POPC (person of partial color 😂) I always LIVE for other female voices stepping up and commanding attention in this space, and out in the world. Thanks for sharing your experience at Oktoberfest! It looked like you had a blast! So happy our paths crossed (if only briefly) at travel con. I'm living for everything you share on this platform!! ❤️",0,1,0
1661,To be honest I love the stares!!! I don't know why they stare but I think they stare not because of color but of out confidence!!!!!i was told once by someone when I took offense that they were staring at me a couple until after I ask the lady if they were good? To my surprise they were complimenting me when I thought the elephant 🐘 was in this particular location 😭. I love ur pg just found u hon looking forward to see all ur travels 😘🤗🤗🤗,0,1,0
1662,"I am traveling to Iceland, Denmark and Germany this December. It's my first time in Europe and I am expecting stares. This is my mood going into my trip. ❤️😍🙌🏾",0,0,0
1663,I am usually the only black one in Hawaii. I thought there would be more over here. I still love it!,0,1,0
1664,Awesome!,0,0,0
1665,Well said!! 👏🏾👏🏾👏🏾🙌🏾,0,0,0
1666,Loved reading this post in glt!,0,0,0
1667,Okay see y'all are just too cute and I'm in love for this! I heard my boo @stayreddy linked y'all and that makes me happy! Now all i gottta do is get both y'all back in Cali so we can have a Mocha sandwich 🥪 of hugs and love! 😘🖤✌🏾,0,0,0
1668,You made Oktoberfest with all that beautiful melanin love your insightful caption!,0,0,0
1669,Come to Osaka.,0,0,0
1670,This is such a powerful yet dope post! I travel alone sometimes and when I visited New Orleans I visited a plantation and was one of maybe three blacks there out of many. It's was the most uncomfortable yet touching experience I have ever had and I would do it again a thousand times! Your post is so motivational! #keeplivingandnotlimiting,0,1,0
1671,Follow @tenseventyoak and shop! All leggings and swimwear under $25! 💖🦄 We think you'd look fabulous in our leggings!,0,0,0
1672,"We have gotten really good at pretending we don't notice, too. Many shades, sizes and abilities in our family and if I do watch rather than ignore I just giggle at the puzzled faces who watch our family trying to figure out how we all fit together. And when they figure it out, I watch them count the kids 😂😂😂😂😂😂",0,0,0
1673,Like bees to honey. Honey has a fragrance of flowers 🙂🎈,0,0,0
1674,This is so beautiful and spot on! Thanks!✊🏾👏🏾❤️,0,0,0
1675,"@glographics 7 days?! Did you do 7 days??! Lol I was there for the opening weekend, it was just epic wasn't it? 😎😊",0,0,0
1676,"@thebeachbell hahaha, I sure did!",0,0,0
1677,"""Ger rid of the mentality that the lack of Black people in a space voids my participation."" DOPE 🙌👏",0,1,0
1678,"@glographics I love the joy in this picture. Btw, where there many black people there?😂",0,1,0
1679,@dakotaadan I'm melting 😭😭😭,0,0,0
1680,@myteacuptravels me too!! 🤗,0,0,0
1681,@newsgeek628 aww thanks so much! Blessings!,0,0,0
1682,@pepas95 it's a BLAST!!,0,0,0
1683,@just_chasingsunsets soooo much fun!!,0,0,0
1684,"@breathe_live_and_travel I might get a group together, but not sure!!",0,0,0
1685,Looks like you are having an amazing time at Oktoberfest!,0,0,0
1686,Hahaa!,0,0,0
1687,@chambej1 hoping you're having as much fun as they are!,0,0,0
1688,This looks so fun! Cheers! 🍻 🍻,0,0,0
1689,Major awesome gorgeous 💯👍🏼,0,0,0
1690,I'm loving these posts! Brings back good memories from when I went 😳😂,0,0,0
1691,Omg this is so cute!,0,0,0
1692,Love this! Miss you ♥️,0,0,0
1693,So fun! Prost!,0,0,0
1694,You are amazing!!!,0,0,0
1695,I am living through your photos🙌🏻,0,0,0
1696,@glographics I haven't been to Oktoberfest since 2012! I need to revisit ASAP! Keep us posted on if you do a group thing. Would love to bring some more #blackgirlmagic !!,0,1,0
1697,Your posts are sooooooo inspiring! Sign me up for next year. And thanks for sharing 💗,0,0,0
1698,Extroverted introvert. #same!,0,0,0
1699,Omg this looks like so much fun!! 🍻,0,0,0
1700,I'm down if you do!,0,0,0
1701,"Your Instagram Stories were so cute! I'm definitely going to Oktoberfest next year. I've been to Frankfurt, but not to Munich yet. Can't wait! 💖💖💖💕 I love all of these photos. 😘😘😘",0,0,0
1702,Yes! I was just there!!! Prost! 🍻,0,0,0
1703,@glographics that's a great way to do it. I'm always so afraid to ask strangers. I'll stadoing that more because this is a fire shot,0,0,0
1704,I love it,0,0,0
1705,New follower here! Your IG is LIT🔥🔥🔥,0,0,0
1706,😍😍😍😍😍 Bucket list for sure ! You make everything seem so much fun 🔥😍,0,0,0
1707,I LIIIVVEEE😩,0,0,0
1708,Top ❤️ Top ❤️ Top ❤️,0,0,0
1709,"@flighttofilm thanks love! Yes, Seville is incredible too 😍",0,0,0
1710,Yesssssss! I have been having about Passau for years. This is so validating. That's all. 💚,0,0,0
1711,"Bled, Slovenia definitely deserves a place on the list!",0,0,0
1712,"Verona, Monaco and Barcelona (Tibidabo)",0,0,0
1713,What a gorgeous view,0,0,0
1714,Can I say Lisbon three times? 🇵🇹 ❤️ They have amazing viewpoints or “miradouros” everywhere! My favorite is the Miradouro de Graca 😍,0,0,0
1715,"Adding Lisbon to my list. Defo agree with kotor, Montenegro, Greenland Australia and Basel Switzerland!",0,0,0
1716,"Amalfi Coast and Rotterdam! Not sure about the third, though 🤷‍♀️",0,0,0
1717,"beautiful!!! Granada, Spain is my favourite 🌟",0,0,0
1718,Lisbon and Kotor are both high on my bucket list 👆🏼👆🏼👆🏼,0,0,0
1719,"Hey @glographics I'd go with Athens, Budapest and Santorini 😋",0,0,0
1720,"1. York, England
 2. Prague, Czech Republic
 3. Warsaw, Poland
 Bonus: St. Ives, Cornwall, UK ❤️❤️❤️",0,0,0
1721,"favorites are so hard!! first three that came to mind for me: bergen (in winter), sevilla & dubrovnik (but i saw someone say granada... and actually they aren't wrong looking at the alhambra @ dusk 🙌🏻)",0,0,0
1722,"Kotor, Montenegro 
 Mostar, Bosnia from the Stari Most bridge 
 Brasov, Romania from the hang gliders' launch point above the sign.",0,0,0
1723,1. Lisbon 2. Istanbul 3. Florence 😍,0,0,0
1724,Whatttt I was seriously going to say Kotor! That is my homeland I go there like 3/4 times a year. So happy you like it ☺️,0,0,0
1725,"1. Lake Bled, Slovenia 2. Sarajevo, Bosnia and Herzegovina 3. Any coastal view in Madeira, Portugal. Also loveeeee me some Lisbon and Montenegro girl! 😘",0,0,0
1726,"So beautiful. Nice, London and Lisbon 😍",0,0,0
1727,Have you been to Iceland yet?? The view from the tower of Hallgrimskirkja is amazing!!!,0,0,0
1728,"In no particular order: London, Hamburg, Lisbon",0,0,0
1729,"Porto, Portugal (I loved Lisbon too but for some reason Porto really got me) Amsterdam and Bern, Switzerland. Can't wait to see where you end up next summer! I'm doing a long busabout route :)",0,0,0
1730,"Here is my list of places that I've been to that have amazing skylines 1. Dublin, Ireland 2. Florence, Italy (you have to hit up the Boboli Garden) 3. Interlaken, Switzerland (they have really great mountain views) Have fun in Germany, love all of your IG stories💖💖💖💕",0,0,0
1731,"Ahh so hard! Porto from over the Douro, Edinburgh from Calton Hill (bit biased there) and Florence! ❤️",0,0,0
1732,"Amazing shot, Glo!! Mine would be Budapest, Florence & Amalfi Coast, though I've never been in person yet. Adding Passau, thank you!! ❤",0,0,0
1733,"Definitely spend some time in Ireland! If you loved Scotland, you'll fall in love with the Emerald Isle.",0,0,0
1734,"Prague sure was beautiful... Rome's ancient cityscape is incredible...and, looking down from the wall towards the coast in Montenegro!",0,0,0
1735,"Soooo hard to choose but we're going to put a vote in for 1. Halstatt, Austria (for the most picturesque of views!), 2. Sarajevo, Bosnia & Herzegovina (for the incredible history and the unique sight of mosques, churches and synagogues all within metres of each other) and 3. Stockholm (for the huge number of stunning and different viewpoints from all the islands / bridges!) 👌👌",0,0,1
1736,"@glographics Cesky Krumlov is a great call. But, got to add Budapest to the list.",0,0,0
1737,"Matera, Italy. Positano, italy. Athens, Greece.",0,0,0
1738,"Budapest, Edinburgh, and London. I need to go to Kotor!",0,0,0
1739,"1. Sorrento, Italy 2. Strasbourg, France 3. Brugge, Belgium. Too many amazing options to list though!!",0,0,0
1740,"Velliko Tornovo, Bulgaria. It's a small sleepy town :-) absolutely love it.",0,0,0
1741,"Vilnius, san sebastian and lisbon😍😍😍",0,0,0
1742,Pretty sweet!,0,0,0
1743,"Ahhh that's where I live!! So cool to see you like it, considering all the places you've been to, already! Enjoy being here :)",0,0,0
1744,Barcelona! 😍,0,0,0
1745,"Never heard of Passau, thanks for sharing this!",0,0,0
1746,"@thespringbreakfamily Hahaha, pacing, adrenaline, endurance, and feeding off the energy around me! 😅",0,0,0
1747,@frombavariaintotheworld it's the best! 😍,0,0,0
1748,@frankiegoestomilano thank you!! Switching it up a little!,0,0,0
1749,@manuelavitulli thanks babe! 💛,0,0,0
1750,@lavidachandra 🤣🤣🤣❤❤❤ thanks love! Until next time!,0,0,0
1751,"@wanderlustcom oh shoot, already on my way back to Munich!! 😅",0,0,0
1752,@heradventureswithhim aww thanks!!,0,0,0
1753,@thepaintedpasspomy pleasure! Just learned of it last week myself! Very impressed 😍,0,0,0
1754,When do you have time to meet?,0,0,0
1755,Super cool! If you're looking for something in the opposite direction of Munich I highly recommend Konstanz! It's also a beautiful German city and right next to Switzerland!,0,0,0
1756,Great one of u 🙏🏽 so pretty,0,0,0
1757,"Haha, looking gorgeous and what a pretty wee place ❤️",0,0,0
1758,@meljmcclure nice!!,0,0,0
1759,@warrenicolai ❤️❤️❤️ sorry @glographics for being all soppy on your post 😅,0,0,0
1760,Sounds like a blast! Have funn,0,0,0
1761,haha so gorgeous babe! love the colour palette in this shot. ✨✨✨,0,0,0
1762,@meljmcclure Konstanz is so beautiful,0,0,0
1763,@glographics Next time then!,0,0,0
1764,Oh I love that you love Bavaria and Munich so much!! It took me going away for nearly 10 years to realise just how amazing is! I always knew it was great but I appreciate it more now,0,0,0
1765,how long are you staying? my home turf! 🕺🏼,0,0,0
1766,Uh oh! It won't be under the radar much longer! 😉,0,0,0
1767,Lovely pic,0,0,0
1768,You should go to Salzburg in Austria. Isn't far away and a wonderful city.,0,0,0
1769,@the_journey_diary I loved Salzburg! Already been! 😍,0,0,0
1770,Beautiful,0,0,0
1771,I found your blog searching information on Turkey and the hot air balloons but wow you're an inspiration!!! Excited to read about your journey!,0,0,0
1772,Oh lawd! Sounds exciting! I surely mist come over...I'm a few hours away in Netherlands!💕,0,0,0
1773,I couldn't believe how cool it was to see the river colors mixing in Passau. Just loved it.,0,0,0
1774,"@RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;",0,1,0
1775,"@SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",0,1,0
1776,@Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,0,1,0
1777,@SeanPrice: This nigger tattoo show is horrible,0,1,0
1778,@SnipersInPeril: @ShinSnipes happy birthday my little cotton picker,0,1,0
1779,"@SnowThaProduct: i can do somethin good but im always gon be a ""wetback"" coo.. &#9996;",0,1,0
1780,@Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;,0,1,0
1781,@TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.,0,1,0
1782,"@TheOnlyReed: IDC what phone u got, lol silly nigger",0,1,0
1783,"@Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",0,1,0
1784,@ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime,0,1,1
1785,@UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,0,1,0
1786,@VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP,0,1,0
1787,@WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2,0,1,0
1788,@Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,0,1,0
1789,@_asslxrd_: my inner nigger is coming out,0,1,0
1790,@_missvain: Lmfaooooo &gt;@sirTurn3r: Lmaoo Thats what u got from this? @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,0,0,0
1791,@cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,0,1,0
1792,@frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,0,1,0
1793,"@ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",0,0,0
1794,@halfricannnnn: nigger,0,1,0
1795,@jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;,0,1,0
1796,"@kwagiheath: It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh",0,1,0
1797,@occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal,0,1,0
1798,@realist_iLLest: Mine too &#128513;&#128588;&#128076; &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;,0,1,0
1799,@salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.,0,1,0
1800,@saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP,0,1,0
1801,"@ugIycutie: one, two, three, four, how many niggers are in my store?",0,1,0
1802,"@useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",0,1,0
1803,@veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;,0,1,0
1804,@xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,0,1,0
1805,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",0,1,0
1806,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",0,1,0
1807,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,0,1,0
1808,Seem like da colored folk be gettin in da way lately. I just sayin,0,1,0
1809,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian,0,1,0
1810,She got every niggah lookin like dam,0,1,0
1811,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,0,1,1
1812,So I decided to drive to the good walmawhere the colored folks don't go bc it's food here.,0,1,0
1813,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,0,1,0
1814,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,0,1,0
1815,Some of these hood negros don't deserve bail money the way they be visiting jail.,0,1,0
1816,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria,0,0,1
1817,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.,0,1,0
1818,The blacks in #California are typical niggers.,0,1,0
1819,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ,0,1,0
1820,This niggah know wassup,0,1,0
1821,This nigglet &#10084;&#65039;,0,1,0
1822,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.,0,1,0
1823,U coons can't wait to wear them Oreo J's,0,1,0
1824,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,0,0,0
1825,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE,0,1,0
1826,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8,0,1,0
1827,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.,0,1,0
1828,We hate you too lil nicca! Lol @redfernave: I Hate The Steelers Dawg,0,1,0
