,sentence,physics,race,religion
270,"@QuilaTheDiva: After the age of 21 its about credit scores, future plans and creating assets. Not cars, clothes, niggas/bitches, clubs, &#8230;",1,1,0
271,@Qwyenton: Dat ghetto shit aint attractive,1,1,0
272,@RIPvuhsace: Mayweather a lil bitch this nigga out here dancing,1,1,0
273,"@RIPvuhsace: Porn, the only place where a bitch gon be under the table sucking a niggas dick while he eating dinner with his parents.",1,1,0
274,@RO4reals: &lt;--- trash at it's finest &#8220;@NichyTay: Ladies if you post a picture and don't get at least 15 niggas to favorite it then you t&#8230;,1,1,0
275,"@RakwonOGOD: ""Fuck bitches , get money"" - A favorite nigga's line when a girl leave his ass for another man",1,1,0
276,@RayRayOspeciial: Hate a broke bitch and nigga,1,1,0
277,@RealJackNeisen: Damn... that's a cold ass honkie,1,1,0
278,"@RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit",1,1,0
279,"@RealRaymondJ: When bae calls ""Chinese food"" in your phone and your side hoe answers in a Chinese accent &amp; takes your order.. http://t.c&#8230;",1,1,0
280,@ReevesJunya: bitch ass niggas claim to be yo homies then get on di.. All bitch ass niggaa can die slow,1,1,0
281,@RhineRunIt: Henny &amp; hoes. @TiFFANY_P0RSCHE: Peace &amp; tranquillity &#8220;@daddykn0wsbest: If you were a Greek Mythical God&#8230;what would u be &#8230;,1,1,1
282,@Rivera9Roberto: &#8220;@1ortiz1: You think she classy niggah but she really ratchet&#8221;,1,1,0
283,"@RudebwoyRoscoe: Behind every REAL bitch, there's a bitch ass nigga that did her wrong but made her strong.",1,1,0
284,@Runyacheckup: Niggas and bitches gotta quit wit da money pics... If I can count it accurately it ain't enough &#128514;&#128514;&#128514;,1,1,0
285,@SAMMI_boyden: @jizcalifuh it's a metaphor you dumb fucking nigger @savanigga &#128514;&#128514;&#128525;&#128525;&#128069;&#128069;,1,1,0
286,"@SFsneeejayy: Bitch hmu say she need sex right now, bitch nigga hmu saying he upset right now",1,1,0
287,@SKINNY_NiggaDoe: @1JohnnyCinco: Let a nigga try me try me I'm a fuck all the hoes in his family,1,1,0
288,@STARgotthatDOPE: A lot of these hoes be cheating on they nigga fucking other niggas. Y'all boys better get y'all a real bitch that ain'&#8230;,1,1,0
289,"@SaNtAnAdaGrEaT: I never understood that &#128530;if u want a strap on, just fck a nigga ! &#128514;&#128514;&#128514; wtf bitch",1,1,0
290,@SariyaDaniellee: &#8220;@JayJuice22: The nigga who got slept is a faggot if he sues just run one again and watch ya back&#8221;LOL JUST LIKE THE PE&#8230;,1,1,0
291,"@SaveNoHoes: this nigga Kanye looking at his ice cream like ""hoe ass ice cream you aint as cold as Kanye"" http://t.co/Z3P8sXQtT3",1,1,0
292,"@Scarlett_Iam: 'You'd rather live with trash,, than make it work with a good woman' #DiaryOfAMadBlackWoman",1,1,0
293,"@Shaa_Jenkins: If I hit ya nigga , bitch I'm sorry &#128520;&#128526;",1,1,0
294,"@ShadonHendrix: Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&#8230;",1,1,0
295,"@SheSeauxSaditty: Yall act like your pussy did something magical because a nigga suddenly didn't pull out. Naw, he just didn't pull out,&#8230;",1,1,0
296,@SheswantstheD: Lmao how niggas be with the side hoe http://t.co/Y0sja0dyFM,1,1,0
297,"@ShowMeATittie: What it ih hoe, wassuh ..can a nigga get in dem guts",1,1,0
298,@Shvkeir: Dr. Suess made his own words to rhyme off of. nigga was trash. i hated them books as a kid.,1,1,0
299,@SirTweak_Alot: Duncanville girls cold den a hoe,1,1,0
300,@Skate808s: God all a nigga trust I can't trust that gun cuz if that bitch jam I'm fucked can't trust niggas they bitches got they dicks&#8230;,1,1,0
301,"@Smooth_Orator: For niggas who claim to love pussy as much as y'all do, y'all should be champions for sexual liberation and stigma remov&#8230;",1,1,0
302,@Sneakbo: Man like @Stormzy1 doing Hella things &#128175;&#128175;&#128175;&#128588; I gotta take my hat off to that nig!,1,1,0
303,@SneakerHeadSean: So y'all niggas really love these hoes with nigga qualities huh...she roll the blunt better than you and she wifey now&#8230;,1,1,0
304,@SnipesJr_: Don't fall out wit yo niggas over hoes..,1,1,0
305,@SoCoSoPretty: And niggas don't be knowing the difference or want to believe that the bitch actually ugly,1,1,0
306,@SolelyJones: Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up,1,1,0
307,@SoloDahSystem: As in rubbing her booty on another mans penis. Sure @PacDaGoat: Fellas you cool with your girl dancing with other nig&#8230;,1,1,0
308,@SooMonique: And she gave this nigga head while I was laying next to her while she had a bf &#128514;&#128514;&#128514;&#128514; she's a hoe on the low,1,1,0
309,"@Soy_Brent: steal a nigga's bitch, don't steal a nigga's tweets.",1,1,0
310,"@SteveStfler: ""Stop talking ghetto, you're white"" http://t.co/WZbDbi0f9k",1,1,0
311,"@SteveStfler: White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special.",1,1,0
312,@Stone_DTF: Im so popular&#8230; All yo bitches know me. Most these niggas hatin&#8230; well at least they know me,1,1,0
313,@SunFlowerTrue13 @ThoughtsOfRandy Im speaking on Ho niggas + hoe niggaz probably don't dig natural styled hair period...,1,1,0
314,@Sunny_Goodz: Seeeeee man. Niggas a lose they bitch over a bitch that's not even worth it,1,1,0
315,"@Svvage: ""@will123_william: Isn't Ebola a type of soup???"" Naw nigga its a country. My bitch is from there. She ebolian.",1,1,0
316,@SwallowMyChakra: Crying @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,1,1,0
317,@SwayHasAnswers: Twerking is ghetto until White people do it. Hip Hop culture is violent &amp; dangerous until they want to profit of it. ht&#8230;,1,1,0
318,@Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%,1,1,0
319,@TAXSTONE: If I look at my bitch she better shut up ain't no arguing with niggaz in the street or social networks,1,1,0
320,@TAXSTONE: If YA bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch,1,1,0
321,@TAXSTONE: If certain niggaz can even get my bitch attention hey can have it,1,1,0
322,"@TGrozay: ""@WhereYoHussleAt: I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"" http://t.co&#8230;",1,1,0
323,"@TOKYOJETZ: This nigga said ""bitch told me she sent a nigga ta jail.... man I thought it was legal ta beat yo hoe...that's yo hoe!"" Lmao&#8230;",1,1,0
324,@T_Madison_x: A hoe ass nigga will never change,1,1,0
325,"@Take_My_Advicee: If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave",1,1,0
326,@Taste_My_Lips57 Say dat shit again @ThoughtsOfRandy: Bad bitches hate broke niggaz. + but you knew that already..,1,1,0
327,"@TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",1,1,0
328,"@TattedPapiChulo: Females nowadays don't like to do anything freaky, because you niggas gossip about it like bitches",1,1,0
329,@Teamadeezy: Niggas is hoes 2,1,1,0
330,@TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;,1,1,0
331,"@ThaReal_Elijah: Used to be with 50 niggas, 20 of em got murked, 20 of em turned pussy, the other 10 put in work",1,1,0
332,@ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping,1,1,0
333,"@Thaddiemac: light skin bitches cheat on their man, dark skin bitches squibike chain oil, latinas will cut your dick off, &amp; white gir&#8230;",1,1,0
334,@ThatBoyACE71: Most black hoes at prom looked like http://t.co/FYZ1bPWXGw,1,1,0
335,@ThatBoyACE71: Vonte not tweeting like a bitch finally,1,1,0
336,@TheCELEBrittany: - These porn hoes moan at EVERYTHING !!! &#128553;&#128555;&#128553; A nigga unbutton her shishe moaning like stfu,1,1,0
337,@TheDouch3: Tweeting about ur boyfriend won't get him off Xbox live that nigga gotta 24 kill streak rn bitch shut up,1,1,0
338,@TheFitGawd: &#8220;I don&#8217;t know why these bitches laughing. You not even funny my nigga&#8221; http://t.co/0IdY5oSkrf,1,1,0
339,@TheKingScottyD: Side niggas get pussy and main niggas get arguments,1,1,0
340,@TheNudesGod: when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;,1,1,0
341,@TheRealMFast: Niggas cheat on the most loyal most beautiful women with fucking trash,1,1,0
342,@TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;,1,1,0
343,@TheVoiceOfMiami: A lot of y'all hoes pretty until a nigga enlarge that avi...,1,1,0
344,@TheVoiceOfMiami: If you got to have every hoe you see you a weak nigga...,1,1,0
345,@TheoMaxximus: I can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe,1,1,0
346,@ThottyGlo: How quick your bitch will text another nigga whens shes mad at you http://t.co/uRSI7AjUMP,1,1,0
347,"@Todd__Kincannon: Cry, liberal bitches. Cry like you did when daddy left. MT @Slate: Republicans are abt to take control of state legisl&#8230;",1,1,0
348,@TomBradysEgo: Sorry bitches it takes more than Luck to beat me.,1,1,0
349,"@TommyyRealNigga: I can tweet ""I dont fw crayons"" and my ex gone subtweet me saying ""only bitch niggas fw crayons anyways""",1,1,0
350,"@TooRacist: A black man asked me ""Hey white boy, do you like niggers?""",1,1,0
351,"@Toyaaa_K: ""If having hoes excite you, you still a lil nigga"" &#128581;",1,1,0
352,@Trap_Jesus: Never seen a nigga get laughed at when he got his test back and it was an A on that bitch.,1,1,0
353,@TrayPizzy: Not into dressin' to impress these bitches or niggas...,1,1,0
354,@Treal_UrMagesty: Darkskin girls got that juicy pussy &#128069;&#128166;&#128166;&#128571;&#128571;,1,1,0
355,@TrentSkii_Baby: &#8220;@1017_Sqquad: Fucking niggas bitches man I'm use to it&#8221;,1,1,0
356,@TroyMadden: Real niggas can handle anything.. including any bitch or any nigga,1,1,0
357,@TrulyCece_: Deletin emojis off a nigga/bitch contact name cos they don't mean shit to you anymore &#128514;,1,1,0
358,@Tweets2Sweet Niggas REALLY ARE the new bitter bitches,1,1,0
359,@Tylar____: @1stBlocJeremiah Shut up hoe ass nigga,1,1,0
360,@TylerCottam14: Suge knight deserved to get shot that nigga had 2pac killed! #fucksuge karma is a bitch!,1,1,0
361,@TylerZirhut: @BINDLE13 @gingerash2013 hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th&#8230;,1,1,0
362,@TyrinFlyGuy: Niggas fufu &amp; bitches is too,1,1,0
363,@UNApologetic4: &#128514;@Poochda63: X___X @COCAINEMOUTH: Only Twitter niggas care bout hairy pussy. Them 5 niggas I fucked today ain't gi&#8230;,1,1,0
364,@UglyGawd: Or fags cause if you post you found him attractive as well @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;,1,1,0
365,@UrbanCraziness: when you see a bitch nigga subtweet you http://t.co/vvhEhwDRWf,1,1,0
366,@VERSACEGAWDD: yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah,1,1,0
367,@VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod,1,1,0
368,@VillageBae: All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an&#8230;,1,1,0
369,@VinLaden2_: Niggas get married and stadissin single bitches smh @A2daO: You bitches want allowance and $200 dates and still singl&#8230;,1,1,0
370,@WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn,1,1,0
371,@WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd,1,1,0
372,@WatchMyJumper: Seen theses niggas lose it all over a basic bitch,1,1,0
373,@WatkinsRaequan: This bitch just blew my high,1,1,0
374,@Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first,1,1,0
375,@WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;,1,1,0
376,@WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy,1,1,0
377,@WingsoverHoes: Niggas gossip like hoes I'm sleep tho,1,1,0
378,@WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7,1,1,0
379,@X_LexiiSoUnique: All I see down my TL is naked white bitches &#128064;&#128064;&#128064;&#128584;,1,1,0
380,"@XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time",1,1,0
381,@YELLitOUT_louud: &#8220;@_laTodd: &#8220;@Satisfied_x: &#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#128553;&#128079;&#128079;&#128079;&#8221;,1,1,0
382,@YOUKNOWDOBY: Niggas talk more than bitches these days......,1,1,0
383,"@YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;",1,1,0
384,"@Yansii_: Black bitches be like ""boy i told you not to get my hair wet"" http://t.co/CSG4OoPgkY",1,1,0
385,@Yaremisxo: &#8220;@DonQuixtote: I need molly water and a chubby asian bitch&#8221; same,1,1,0
386,@YoungMiddleEric: Y'all niggas ain't no killas y'all niggaz some hoes...,1,1,0
387,@YoungMoneyKem: @scottvohar @matty_kem Nigga I'm just popping Molly &amp; stepping out. You bowling bitch don't come at me,1,1,0
388,"@YourMajestyV_: You got bitches, and I don't have niggas &#128514; ... I want you.",1,1,0
389,@YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,1,1,0
390,@YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;,1,1,0
391,@YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,1,1,0
392,@YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,1,1,0
393,@ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't stathis hoe shit...,1,1,0
394,@ZephTheGreat: Not all black girls are ghetto .,1,1,0
395,"@_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!",1,1,0
396,@_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes,1,1,0
397,@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,1,1,0
398,"@_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",1,1,0
399,"@_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal.",1,1,0
400,@_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;,1,1,0
401,@_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha,1,1,0
402,@_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,1,1,0
403,@_MissBre: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.,1,1,0
404,@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard,1,1,0
405,@__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;,1,1,0
406,@__HerEyezLow: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh,1,1,0
407,"@___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;",1,1,0
408,@___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;,1,1,0
409,@___Royals: When niggas try to act hard but really be bitch made &#128514;,1,1,0
410,"@____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas",1,1,0
411,@_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,1,1,0
412,"@__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;",1,1,0
413,"@_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",1,1,0
414,@_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!,1,1,0
415,@_iForeign: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;,1,1,0
416,@_indylovee: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;,1,1,0
417,"@_materialgurlxo: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!",1,1,0
418,@_politeASSHOLE: 1) A real nigga would NEVER be huand crying over pussy they didn't get for two years. What kinda gay shit is that?,1,1,0
419,@_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;,1,1,0
420,@_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;,1,1,0
421,@_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,1,1,0
422,@absoulxo: in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty&#8230;,1,1,0
423,"@aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",1,1,0
424,"@alexiswoa_: "" now i know why niggas have sides, my bitch boring """,1,1,0
425,@antglizzygg: Tell your bitch that I'm that nigga now,1,1,0
426,"@arigold_88: You and yo bitch break up and she sta""lol"" at another nigga, she gone for good bruh.",1,1,0
427,"@ashkardash___: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;",1,1,0
428,@ayoooitsjelly: some niggas act like straight up bitches,1,1,0
429,"@backtoBRIality: &#8220;@OverlyLiked: ONLY REAL NIGGAS KNOW no matter how hungry you are, you better let these bitches cool off! http://t.co/T&#8230;",1,1,0
430,"@baskgod: Main bitches saying ""I hate a 'send me a pic' ass nigga"" be answering every single one of DJ Rice-a-Roni's request",1,1,0
431,@bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,1,1,0
432,@bebalizz123: Bagging thot bitches &amp; giving 'em head? Ew nigga you nasty &amp; you're better off dead.,1,1,0
433,"@benjibrown1: A nigga can like ONE pic &amp; u bitches: ""S/O to _____ showing LOVE"".... Bitch kill yoself",1,1,0
434,@bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,1,1,0
435,@black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,1,1,0
436,@bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;,1,1,0
437,@boss_sant: I don't like bitch niggaz and they don't like me &#128175; #Boss up,1,1,0
438,"@briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",1,1,0
439,@brittanyaflores: you got niggas &amp; I got bitches &#128080;,1,1,0
440,"@brownandbella: YASSSSSSSSSSSSSS!!!! @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!",1,1,0
441,"@callmekennn_: im not finna beg a nigga to fwm, nor will I beg a bitch to be my ""friend"" &#128514; fuck y'all thought?",1,1,0
442,@caseytu88662466: Y these niggas on this hoe shit,1,1,0
443,@cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol,1,1,0
444,@chillvitooo: &#8220;@__KillSwitch: Nigga damn &#128556;&#128563; https://t.co/m7gExESuag&#8221;LMFAO Dej Loaf got all these bitches getting TRYED&#128557;&#128557;&#128557;&#128557;&#128557;,1,1,0
445,@cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago,1,1,0
446,"@cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y",1,1,0
447,that lil bitch released the exclusive shower photos between niggas. #trustisbroken,1,1,0
448,"that was me trying to be ""mature"" about the subject. what kind of fucking pussies are you to bitch about a satirical tweet against asians?",1,1,0
449,the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life,1,1,0
450,the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl,1,1,0
451,the jews gon be laughin at a nigga on Judgement Day when they see how ugly this bitch was,1,1,0
452,the niggas on twitter like I eat pussy and yada yada is the niggas with STI's and shit,1,1,0
453,these bitches be wasting time on some ungrateful niggas,1,1,0
454,these hoes ain't loyal n these niggas ain't either!! fuck ah bitch get ah bird,1,1,0
455,these hoes be lying to us nigga,1,1,0
456,these niggas out here bitchin tell em suck sumn these bitches see my vision tell em fuck sumn,1,1,0
457,these pussy ass niggas ain't bout that life,1,1,0
458,"Time to stagetting these dirty muslims out of here, if Australia doesn't do something soon we'll end up like America. Inocent people shouldn't have to die because of these rats, there race and religion is putrid. Fit in or fuck off, it's that simple!!",1,1,1
459,"Fuck your arabic identity, fuck your lebanese identity as well.
 This society will never change as long as it is controlled by religion and blind fucks who tell you that a woman should wear some soof curtains from head to toe, covering her body and her rights to have a decent -",1,1,1
460,"The twitter India motor f***ker hypocrite bstrd has given this reply for the tweet of Sanjukta Basu, in which she said ""Fuck all religion""... These people's are AntiHindu rascals and Pro jehaadi Pro antinationals. shamelessness of @TwitterIndia #ISupportJagratiShukla https://t.co/FFoQfh5ZWA",1,1,1
461,"Our people are dying because of their religion, race, or just because. How dare we all allow people to purchase a gun legally and shoot up synagogues, bars, movie theaters, schools, mosques, restaurants, and churches I know I'm shouting into a void but FUCK THIS. How do we fix it",1,1,1
462,If you believe that religion should be an important paof America. Please fuck off.,1,1,1
463,"-with religion as justification for terribleness/terrible deeds, and just the overall stunning lack of empathy and logic in American politics and in American society. We are all living in a sick, twisted reality. Holy fuck.",1,1,1
464,@AndrewToutge Its not an opinion that's the fucking gag. You're using your western religion to back your transphobia which is ignorant considering there's more shit going on in the Bible. Fuck your god,1,1,1
465,"This shit in Pakistan is fucking nuts dude. Trying to kill the lawyer for defending the woman, the judge for finding her innocent and her for being innocent. Fuck organised religion man",1,1,1
466,echoes..fuck you..your family..your friends..your religion ..your culture..your face..your mom..you sister....your head....your family..fuck you siick mother fukcer..coward thief asshole crook Nazi irish white trash fucking cop...fuck you your family......dead mother fucker.,1,1,1
467,@huhana @LexieMatheson Those bloody tauiwi &amp;their fuck'd up religion. Aue!,1,1,1
468,"Just saw a jewelry commercial with a man proposing to another man and a woman proposing to a man and I thought fuck Trump, fuck Republicans, fuck religion, the world is moving forward and while progress might be slowed, it cannot be stopped.",1,1,1
469,"Chinese in name. Religion, Islam. Learn the difference, you raggedy ass bitch. And how the fuck did you get your hands on another person's mail huh! https://t.co/dn6R7qA5XF",1,1,1
470,@Angie18548707 They should be ashamed... these jihadists have no right to take over and preach their disgusting hate religion on our streets. Met police need to grow some balls and sothis shit out its a Christian country... fuck'em,1,1,1
471,lmao how funny that true does know where the camara at lol,0,0,0
472,@art_is_forever when did she publicly thank him?,0,0,0
473,Post a picture of Khloe already!!!!! Come on!!!!,0,0,0
474,@progreenlc no we don't. When did he become the poster child for faithful partner? Please. They all do it. He just got caught.,0,0,0
475,@art_is_forever thank her forrrr......,0,0,0
476,"Thank you Coach James, you will be Miss assistant lue🤦🏽‍♀️",0,0,0
477,Respect,0,0,0
478,Here is a Halloween costume ...Can you be a father to you son for a day?,0,0,0
479,@giselle_is_my_name if you really have to ask how then please keep stanning 😂😂,0,0,0
480,aree u even involved in your daughters life?,0,0,0
481,SAME,0,0,0
482,Can't believe you dissed the raps and y'all are 0 in 6 now,0,0,0
483,@gabyby22 fathering a child has nothing to do with committing to khloe. You can be a good father without staying with the mother of your child,0,0,0
484,Into supreme?,0,0,0
485,@anizyx How is he breaking his daughter's heaim waiting?,0,0,0
486,@giselle_is_my_name the previous post boo boo,0,0,0
487,Amazing 😍,0,0,0
488,@lizthe_blessedone oh yes that lil cutie... sorry i cant remember thr son cause Tristan wouldnt grace us with his image... smh,0,0,0
489,@nancytsidley she didn't do anything,0,0,0
490,@imjennaburgess just here for the comments 🍿🍿,0,0,0
491,@princessm5529 your opinion is irrelevant,0,0,0
492,Omg True is your mini! #twins,0,0,0
493,Swaggin on em,0,0,0
494,Dats not a Drip💀💀💀,0,0,0
495,The comments are great @chloemefleh,0,0,0
496,Is it me or am I the only one who gets a very gay vibe of energy from @realtristan13 ?.. please let me know down below in the comments.,0,0,0
497,So cool,0,0,0
498,God BLESS,0,0,1
499,LOLol this guys doing charity .. who allowed that 🤦‍♀️,0,0,0
500,This Dress 💗,0,0,0
501,Guys It was The past. Just forget about what he did in the past. He's Better Person now.,0,0,0
502,Oh your date wasn't the many girls you are dming,0,0,0
503,@zachs_pix lol hahaa,0,0,0
504,Nice outfit!,0,0,0
505,"Congrats on 8 years of basketball in the nba!! However, the cavs will lose 50 games this year!! #justanobservation",0,0,0
506,You have some great shots in your gallery! I mean I liked them 😊,0,0,0
507,"Y'all aint doing NOTHING this season! Tryna roast Toronto GTFOH, We 6-0 while y'all 0-5 😂😂😂",0,0,0
508,We still eastern conference champs 😂😂😂 @realtristan13 🗑,0,0,0
509,@_loyaltycc and I'm not a Cavs fan.,0,0,0
510,You guys really are the team to beat 😂😂😂,0,0,0
511,East still goes thru 0-6 cavs ? 🤣😂,0,0,0
512,The look of not winning a game all season,0,0,0
513,Nice flick 👍🏾,0,0,0
514,U never post khloe or true..cmon. Not cool,0,0,0
515,"@daxpodollan 🤦🏼‍♀️ if I threw a stick, you'd leave, right?",0,0,0
516,@miss_n_emily wtf are you talking about,0,0,0
517,❤️ @andersonvarejao18 it's spectacular! Brazil loves,0,0,0
518,@biiancadraws lol...is this in Eminem's puppet voice cause thats how I said it,0,0,0
519,@karlapink me too😂😂😂😂,0,0,0
520,friends,0,0,0
521,"@steveostick thank you for realizing this, @colettecora",0,0,0
522,@steveostick hahaha I suppogrammar awareness 😏,0,0,0
523,It's “than” lmao😂😂😂,0,0,0
524,Yaasss👏🙌,0,0,0
525,I loved when u were in Cleveland want u to come back,0,0,0
526,Who raked the beach?,0,0,0
527,@unbreakablebond9 Haha true,0,0,0
528,@khloekardashian he doesn't deserve you,0,0,0
529,@khloekardashian that's because he doesn't love you 😞,0,0,0
530,@unbreakablebond9 screaming 😭😂,0,0,0
531,@khloekardashian I understand there is a child involved not that easy to everyone commenting. Stay strong hun,0,0,0
532,@khloekardashian leave him,0,0,0
533,@badbitch_des damn,0,0,0
534,Maybe if u did less of this and more practicing y'all wouldn't be 0-5,0,0,0
535,🤢🤢🤢,0,0,0
536,Khloe it's time u wake up to reality,0,0,0
537,Now we know why Lebron left...,0,0,0
538,@khloekardashian you were there? He needs to post some pics of you and him.,0,0,0
539,@khloekardashian It is hard to reconcile the fact you stayed with this man!!!How could he!Let me not say anymore for your sake,0,0,0
540,@lau_yee ok this d print is outrageous,0,0,0
541,A kept man!,0,0,0
542,this aint it,0,0,0
543,@khloekardashian oh sweetie.,0,0,0
544,@khloekardashian I feel you! My husband NEVER photo credits me 😩😂😅,0,0,0
545,What parish is this in?,0,0,0
546,Kloeh shopping for you??? No wonder,0,0,0
547,@casemcgarvey so much shade,0,0,0
548,Okay but where did you buy this?????,0,0,0
