,sentence,physics,race,religion
806,Outstanding!!!!!!!,-1,-1,-1
807,Can u send me this😂😂,-1,-1,-1
808,@pc_bro_woowoo the feminists are taking over,0,-1,-1
809,Hahaha! 👌,-1,-1,-1
810,I post the same picture of a pineapple everyday join us on this journey 🍍,-1,-1,-1
811,Yet you still look like a Vogue layout 😂 #cuteveryoneout,0,-1,-1
812,FOLLOW MY NEW INSTA ! <3,-1,-1,-1
813,Like it,-1,-1,-1
814,you and me,-1,-1,-1
815,Mood,-1,-1,-1
816,Rabbit,-1,-1,-1
817,Very goooooooooood ❤️❤️❤️❤️,-1,-1,-1
818,"@hotpatooties I agree. The photo brought back memories, fun, messy memories. But on the picture they all look so cute, and their glasses are still full. Anyway, pretty picture, and I'm thankful for the trip down memory lane. 🖤",0,-1,-1
819,nice.,-1,-1,-1
820,#followme,-1,-1,-1
821,love he r,-1,-1,-1
822,Oh my god,-1,-1,-1
823,I love your clothes. 😻 It's so beautiful ☺,0,-1,-1
824,OH LAWD,-1,-1,-1
825,Amazing! 💖,-1,-1,-1
826,Handsome,0,-1,-1
827,FOLLOW,-1,-1,-1
828,OPIVM | PEOPLE WITH ATTITUDE,-1,-1,-1
829,Hey everyone I'm a young artist from Houston who loves making music. I just dropped my first single titled ‘Otherside'. The link for the song is in the description on my page. When any of you have the chance I'd love for you to check it out. Lemme know what y'all think and be safe🙏🏽🙏🏽🙏🏽,-1,-1,-1
830,Great look! 💪🏽👊🏽,0,-1,-1
831,"Wanna see you, JUST LIKE THIS🙌 @dhruvi598",-1,-1,-1
832,Lord of the lesbians,0,-1,-1
833,You look great,0,-1,-1
834,"@caradelevingne Can I be your your house husband, a hufe, I'll promise to be good and make good meals.",-1,-1,-1
835,She break the rules omg 👏👏👏,-1,-1,-1
836,I would love to be a model myself one day❤️ please check my page out and follow up if u think i can ❤️📍,-1,-1,-1
837,I love you,-1,-1,-1
838,Love meeeeeeeeeeeeeeee💙,-1,-1,-1
839,Beatifuuuuuuul ! Follow me 💖,-1,-1,-1
840,Bisexual JESUS,0,-1,0
841,Hey everyone I'm a young artist from Houston who loves making music. I just dropped my first single titled ‘Otherside'. The link for the song is in the description on my page. When any of you have the chance I'd love for you to check it out. Lemme know what y'all think and be safe🙏🏽🙏🏽🙏🏽,-1,-1,-1
842,cool 😢,-1,-1,-1
843,You sure did 🙌,-1,-1,-1
844,marry me,-1,-1,-1
845,fabulous :,-1,-1,-1
846,This is awesome!,-1,-1,-1
847,This made my day,-1,-1,-1
848,Fuck this is badass,-1,-1,-1
849,And why just girls I think 🤔 If boys never educated will be much worse than girls because they have to have job expect the girls . And shame on Obama's wife !,-1,-1,-1
850,@cianuro_sw right 🤣🤣🤣🤣 these who wants women rights,-1,-1,-1
851,@claudiacatroux who tell me the countries If you are honest !,-1,-1,-1
852,Seriously I don't how they think 🤔 who wants women rights and to be our rights be equal to the men and they just talk about their problems without equality with the boys problems 😝 did they said we are equal . Ok why you don't talk about in general the boys and girls 😂😂😂😂😂 shame on you and you haven't high education hhhhhhhhhhhhh😭😭😭😭😭,-1,-1,-1
853,Cara is a very pretty lady but she has a lack of intelligence,0,-1,-1
854,@vladyslav.ars Name me one example where boys can't go to school bc of their gender,0,-1,-1
855,I don't know why I thought that was @lanacondor,-1,-1,-1
856,This is awesome :),-1,-1,-1
857,Nice 😋💎,-1,-1,-1
858,Amazing,-1,-1,-1
859,Women's freedom 👍👍👍👏,-1,-1,-1
860,"@caradelevingne The world can only change through activism, its the only wisdom to get out of this self made prison, no longer in passivisim to avoid the cataclysm. We will to take stand so hold my hand, so maybe one day will save this land. Love your activist work Cara :)",-1,-1,-1
861,Women already have more college/university degrees than men so this ad was a waste of money,-1,-1,-1
862,"Get involved men!!!! @s0me4gobalized art, suppofor a world with culture",-1,-1,-1
863,@itslindagram the world gets BETTER!,-1,-1,-1
864,Amazing 😉 👌🏻👍🏻,-1,-1,-1
865,Your seriously killing me with your hotness ❤️🏳️‍🌈,-1,-1,-1
866,"@caradelevingne Have a lovely night Cara, may you rest well and feel well thought the night and be rid of plight and sorrow, all your sadness I wish I can borrow to turn it to a pearl.",-1,-1,-1
867,damn girl,1,-1,-1
868,LOVE it😌,-1,-1,-1
869,Queen,-1,-1,-1
870,I'm dead,-1,-1,-1
871,So gorgeous,0,-1,-1
872,most beautiful woman in the world ❤️💕🦄,0,-1,-1
873,I wish I could meet u @caradelevingne ur everything in a person I want!!!,-1,-1,-1
874,Great,-1,-1,-1
875,Soooo pretty,0,-1,-1
876,💎Perfect.,-1,-1,-1
877,@victor_makovsky because you're an idiot,1,-1,-1
878,@s.aa.mmmm that is the facts. Sorry you don't like truth.,-1,-1,-1
879,@s.aa.mmmm I stayed the results. Truth hurts bitch.,1,-1,-1
880,@mattysodapapi no this isn't any idiot gets to spout off anymore when it's hurting people and distract,-1,-1,-1
881,@p3nnysboat what's the facts? That she wasn't lying? Honey your hilarious 😂😂😂,-1,-1,-1
882,@s.aa.mmmm the lie detector test you moron you don't even know but you spout out like you do.,-1,-1,-1
883,@lonesailor_will_b that was the facts. The lie detector results. Truth hurts.,-1,-1,-1
884,@p3nnysboat lol really? Wow,-1,-1,-1
885,SAY WHAT ONE MORE TIME !,-1,-1,-1
886,@itsjustellis watch it all😂,-1,-1,-1
887,@lonesailor_will_b you didn't know?,-1,-1,-1
888,"@p3nnysboat I stopped looking into this one the proof that he did it started falling apart. I believe she was attacked but I'm still waiting for definitive proof that it was him. So far nothing that I have seen has held up. So yeah, theres that.",-1,-1,-1
889,@kyrsten_brooke I'm glad there are still women out there like u,-1,-1,-1
890,@lleilabianca I can't tell if ur sarcastic or not,-1,-1,-1
891,@a7anonymous7a no im serious lmao,-1,-1,-1
892,"This is so stupid, just 🤢🤮. The woman obviously had no evidence and not to mention she came out after 35 years, whatever, he is in and there is the majority of conservative judges 😉",-1,-1,-1
893,Lmao shout out to the real bitches who watched the case. & know this all twisted media bullllshitttt,1,-1,-1
894,How much i disagree with this i still find it funny,-1,-1,-1
895,Is this... Saying you want to make that law guilty until proven innocent?,-1,-1,-1
896,You should apologize or at least admit that you were wrong..,-1,-1,-1
897,@hydeehirschmann still believe her? 😂,-1,-1,-1
898,@skyren_ she lesbian,1,-1,-1
899,@heysoylara.7 bisexual*,1,-1,-1
900,@skyren_ can't keep up with all this 🤣,-1,-1,-1
901,Innocent until proven guilty libtard.,-1,-1,-1
902,"@azndragonqueen people vote for republican because they're not rapist, idiots and they bully libtards with FACTS. You can go suppoHillary who protected a rapist if you want. Your choice",-1,-1,-1
903,"Not sure how I landed on your page, but I am glad. Teach me how you build such a great content and grow your exposure.👍😍",-1,-1,-1
904,IS THIS A SIGN FROM GOD cause I literally was crying about life awhile ago,-1,-1,0
905,Mamas,-1,-1,-1
906,Me too.,-1,-1,-1
907,Are you dybala's sister?,-1,-1,-1
908,I cry and you cry too?,-1,-1,-1
909,WHAT THE FREAK,-1,-1,-1
910,THANK YOU CARA! YOU MADE ME STRONGER,-1,-1,-1
911,IM CRYING EVERYDAY😭,-1,-1,-1
912,"@caradelevingne Wanna plug your gay white bum. Then pull out my stinky lollipop, observing the the highly thrilling gape winking at me. 🐯 #wild",0,0,-1
913,Continue being strong,-1,-1,-1
914,I need that,-1,-1,-1
915,Truee Message!!!! I really loved your book !!!!!! MIRROR MIRROR 🔥🤩🔥🤩 @caradelevingne is really soooo fuckinggg good,-1,-1,-1
916,This is deep.... says a lot about you! Thanks for sharing! #SAME,-1,-1,-1
917,@wanderlustpixiexox i was looking if someone in the comments noticed the resemblance too and found your comment within 3 seconds,-1,-1,-1
918,"You're strong ur just human and u have feeling and being that way is strong and, more mature 😜",-1,-1,-1
919,Oh !❤,-1,-1,-1
920,u always speak true holy words❤️❤️,-1,-1,-1
921,"You are a beautiful person, i love you so much ;)",-1,-1,-1
922,Excellent,-1,-1,-1
923,@christinayapyunshan thanks,-1,-1,-1
924,Thank you! ❤,-1,-1,-1
925,At least show a pic of you working once in a while. Too many vacay photos. Not as likable or relatable. Come down one notch.,-1,-1,-1
926,Proud of how you've changed 😊 @letthelordbewithyou,-1,-1,-1
927,"LIKE IF YOURE WEARING SOCKS RN btw, DONT look at my bio!!!!!!",-1,-1,-1
928,@vanessaplummer 😩Chile please,-1,-1,-1
929,@jotyler2800 okay.. move on🎃,-1,-1,-1
930,🐎 🏆 race that stops the nation! Enjoy!,-1,-1,-1
931,The dream itself💫,-1,-1,-1
932,"Morning guy's, happy blessed month. Do you know we sell quality 100 % Cotton beddings for just small money kindly follow 👉 @dammybeddings for your quality and affordable beddings 🙏",-1,-1,-1
933,@catherinelewis.13 meant to be,-1,-1,-1
934,A little Bit of tea! Are u Mariah?,-1,-1,-1
935,@peekabeard I hear u sister .,-1,-1,-1
936,@_sarahsimmons gold watch!!,-1,-1,-1
937,Nice 👌🏽♥️,-1,-1,-1
938,@chelseaalderson on his way to me 😍,-1,-1,-1
939,@tara_falcous wonder what the tea menu is like???,-1,-1,-1
940,@simplypeake he was born rich he's an only child from a wealthy family. He's never needed kourtney's money,-1,-1,-1
941,@gemimamoon the rich then don't compare to how wealthy he is now.. sorry🤷🏽‍♀️,-1,-1,-1
942,If people have to talk shit then keep it to ur self stop being jealous. Scott do what ur headesires the lord is around you... 💕 ppl we need peace ✌️ in this world please,-1,-1,-1
943,If u have nothing nice to say don't say it. 🙏🏽🙏🏽,-1,-1,-1
944,I'm on the lords side,-1,-1,-1
945,Have a good fly,-1,-1,-1
946,His on his way 😍👏 @smashleeamber,-1,-1,-1
947,"Celebrate Halloween with your loved ones , all the best",-1,-1,-1
948,@luisa_mazz was so good seein @letthelordbewithyou and @sofiarichie in the flesh! Chaddy of all places haha who would have thought!? I like how they roll 🙌👏,-1,-1,-1
949,LovU you look very goooodddd,0,-1,-1
950,@andy_sala_ 🙌🙌🙌 you're amazing @letthelordbewithyou ❤️,-1,-1,-1
951,"Assuming you name inanimate objects, what are some names for inanimate objects you own or have owned? (i.e. cars, computers, shoes, etc.)",-1,-1,-1
952,Hope your enjoying Australia @letthelordbewithyou 🤗,-1,-1,-1
953,Hey I can spot North in the background!,-1,-1,-1
954,"Yea...plus quality time with yourself gives you peace of mind. I really like this new you, maturity is truly a virtue...",-1,-1,-1
955,@simplypeake wow miss trolly... Hope u felt better after spitting that venom.,-1,-1,-1
956,@jemima.jeffreys fully dead the lord,-1,-1,-1
957,Ummmmm 😳 @hayleacooney5 we must go!,-1,-1,-1
958,@j3nn_n3vah go to Melbs,-1,-1,-1
959,@hondemac ahaha could think of better things to do 🤣,-1,-1,-1
960,@georginaeddy @danikaoconnor why are we not there,-1,-1,-1
961,@georgia_hs unmmmm,-1,-1,-1
962,@mess_m89 you're kidding,-1,-1,-1
963,💪🏻 Help me get 200 followers. @unknownphotography23,-1,-1,-1
964,@nic_heathershaw Did you go????? 🤣🤣,-1,-1,-1
965,@courtzl low key dying 😂😂😂,-1,-1,-1
966,@ranijayne_ cancel dinner 😂,-1,-1,-1
967,Only just flying in :(,-1,-1,-1
968,@brittspruth why are we missing all the opportunities,-1,-1,-1
969,@guzpriv_ lucked out,-1,-1,-1
970,@kalialexopoulos Missed it,-1,-1,-1
971,@karliemohr did you go?,-1,-1,-1
972,@ciaraomeara_ no way,-1,-1,-1
973,@evvyhortis No. I would have taken you though if I went. 😉,-1,-1,-1
974,lord oh lord 👏🏼 @court_bussiere,-1,-1,-1
975,OMG NO,-1,-1,-1
976,@ms.bove NOO WHY,-1,-1,-1
977,Handsome and layed backx🔥,0,-1,-1
978,Well I just missed u. Dam lol @letthelordbewithyou 😭,-1,-1,-1
979,@bellaxpalavi oh nooooooooiooooo,-1,-1,-1
980,@melissa__demaria died,-1,-1,-1
981,@michaelajrossi umm,-1,-1,-1
982,Looking good.... Why did you cut your hair tho😥,0,-1,-1
983,You a bible thumper now wtf going on with your title ???,-1,-1,0
984,@mikeyybelt it will be mental there,-1,-1,-1
985,@makhira first in line,-1,-1,-1
986,Love this picture... love the haircut @letthelordbewithyou ❤️,0,-1,-1
987,@letthelordbewithyou you are hot!! Don't chase after thots you deserve real women 😂,0,-1,-1
988,And your kids better looking than the rest specially Mason he is Sagittarius ♐️ like me I love ❤️,0,-1,-1
989,All Sagittarius people's are fuckin handsome and got this appeal by nature ❤️,0,-1,-1
990,North a bad bitch,1,-1,-1
991,Charismatic Sagittarius I see@letthelordbewithyou❤️❤️❤️,0,-1,-1
992,Look at @kimkardashian how she dressed her little girl 😰😱she dressed like a thot and your kids are angels big different she try to sexualize that little girl poor North 😭😭😭,0,-1,-1
993,Great pic ❤️,-1,-1,-1
994,You look good Scott! 👀,0,-1,-1
995,Mood❤️@letthelordbewithyou,-1,-1,-1
996,stop it Scott!,-1,-1,-1
997,@erikalynn6957 younger Scott was never as hot as older Scott though 🤷🏼‍♀️,0,-1,-1
998,North is so gorgeous,0,-1,-1
999,You look better than Ever Scott. Get your girl back.,0,-1,-1
1000,Nigga Feet need some sun😂,0,0,-1
1001,Looking fantastic Scott x,0,-1,-1
1002,The Lord!!!!,-1,-1,-1
1003,"Scott I love this look, not the beard and hair 😂",0,-1,-1
1004,Is it me or is THE LORD @letthelordbewithyou officially back on his new s***!!!!!! he looks healthy happy and focused!!! Eye of the damn tiger!!!,0,-1,-1
1005,Precious picture #❤️ @letthelordbewithyou,-1,-1,-1
1006,@duhderr yea get rid of the unibrow though weirdo looking,0,-1,-1
1007,@letthelordbewithyou Well done Scott you love your kids,-1,-1,-1
1008,The older he gets the hotter he gets wtf @pitaarivera 😍😂,0,-1,-1
1009,i'm actually so happy you were in Bali too 🤩 gotta spend some time with your kids ❤️,-1,-1,-1
1010,❤️Hey Lord 😉 x,-1,-1,-1
1011,@pacallgreen It's definitely coming! She's trying to figure out how she can make 10% 😜📷,-1,-1,-1
1012,Babe I want your outfit that you wore to @culturekings can you drop the brands to me 🙏🏻🙏🏻 @letthelordbewithyou,0,-1,-1
1013,Such a hottie. My favorite Kardashain.,-1,-1,-1
1014,I like the new look Lord D,0,-1,-1
1015,@stevewozniak343 being on a well known reality tv show...?,-1,-1,-1
1016,Why do you look like @tombrady ?,0,-1,-1
1017,Lord Dissick 😏,-1,-1,-1
1018,Lookin like a snack 👀,0,-1,-1
1019,Oh no!! You have to grow your beard long again! 😭 it looks so amazing on you!!!,0,-1,-1
1020,"Don't know what the ads for,but Scott's looking good💁🏼",0,-1,-1
1021,Inspiring!,-1,-1,-1
1022,@_priya_b meet the lord,-1,-1,-1
1023,@michaelstyles_ his hair,0,-1,-1
1024,Marry me,-1,-1,-1
1025,Handsome,0,-1,-1
1026,❤️💦❤️💦❤️💦 your hot damm,0,-1,-1
1027,The new haircut is everything 👍,0,-1,-1
1028,Your so good-looking!!! 💋💋💋,0,-1,-1
1029,@dani.thomas96 who the fook is this guy,-1,-1,-1
1030,Should I? @kylaah,-1,-1,-1
1031,@michaelstyles_ yes try it ! ♥️,-1,-1,-1
1032,@stevewozniak343 everything you not,-1,-1,-1
1033,@janbriela so he's famous for being famous. Got it. Lol. Some people,-1,-1,-1
1034,@_brodzzz the lord is in Melb,-1,-1,-1
1035,@jacksonnruzzene omg if only sydney,-1,-1,-1
1036,@majacunningham hes coming to sydney,-1,-1,-1
1037,Sexi boy!,0,-1,-1
1038,The Lord <3,-1,-1,-1
1039,@__princessjuliaa_ so dumb why would he do that 😂,-1,-1,-1
1040,@_missrebekah unfortunately I will have no time for prayer this weekend,-1,-1,-1
1041,@__princessjuliaa_ why Scott Disick HAHHAHA,-1,-1,-1
1042,@dandelama cause he doesn't know how they made us suffer...also money 😂,-1,-1,-1
1043,@renren283 go,-1,-1,-1
1044,Hot👌😍🤤🔥🔥,-1,-1,-1
1045,Ughhhhh,-1,-1,-1
1046,@miss_lucyg I wanna gooo 😭😭😭,-1,-1,-1
1047,Hey🖐 that's my name 😂,-1,-1,-1
1048,@milly_brownn me too!!,-1,-1,-1
1049,Oh yeah. Very nice 👍💕,-1,-1,-1
1050,@cierra.bear oh my LORD😍😛,-1,-1,-1
1051,Omg! When was he in SG? 😂😂 @angge1123,-1,-1,-1
1052,Nom nom nom 👀,-1,-1,-1
1053,those adam levine vibes 💛,-1,-1,-1
1054,@liviamilne @abismith21 we missed him!!!,-1,-1,-1
1055,@missymelly whoa!! Why didn't we know? @spikykoh did you know?! 😊,-1,-1,-1
1056,@__travel___addict__ I took this photo,-1,-1,-1
1057,WHY HE TRIES TO LOOK LIKE YOUNES 😂😂😂,0,-1,-1
1058,Damn Scott 🔥,-1,-1,-1
1059,"The only guy I'll ever insta stalk, sucha daddddiii @nabihah_ayub",-1,-1,-1
1060,@zsamm_ wait saame 😂😂,-1,-1,-1
1061,@rebeccachloe13 omg our guy!!!,-1,-1,-1
1062,Noooo not the haiir,0,-1,-1
1063,NAWWW I CAN LITERALLY MEET YOU,-1,-1,-1
1064,Omg he looks so different,0,-1,-1
1065,Scott I think I'm in love with you,-1,-1,-1
1066,She's the cutest!,0,-1,-1
1067,"Why do people always freak out over little girls, but don't mind when it's little boys. Little boys are targets too. Either freak out over all of them or shut up.",0,-1,-1
1068,@vdrays there's no need for a pic to be blown out of proportion. An innocent photo being sexualized because theyre wearing bikinis.. They are kids there's nothing wrong here and pedophiles will look at kids a certain whether they're in a bikini or not.,0,-1,-1
1069,"🔥🔥YOU NEED A DOPE PICS OF YOURSELF TOON, LOGO &COVER ART🎨🎨??HMU NOW",-1,-1,-1
1070,@smruiz89 I'm with ya,-1,-1,-1
1071,She's such a little lady😘,-1,-1,-1
1072,@senioritaugly i think that being it's the internet and people are sickos is why the pics should be private,-1,-1,-1
1073,Pretty❤️,0,-1,-1
1074,@bisbeeblueyes a lot of judgement coming from a woman of god.,0,-1,-1
1075,@smruiz89 SAME SIS,-1,-1,-1
1076,@harleyqween683 yep Kim k might not like this one Scottie girl lol 😂,-1,-1,-1
1077,@mckenzie_jenkinss do You know the term #pedohlie,-1,-1,-1
1078,@y.a.z you know him yeah? 😂 Commenting like your pals,-1,-1,-1
1079,@maddi_rose15 bitch stfu for i talk about yours don't @ me hoe if the comment wasn't meant 4 u,1,-1,-1
1080,@mrsyayacivil it's not the bathing suit it's Norths Pose 😒 girl by,-1,-1,-1
1081,Cutieeee ❤️❤️❤️,0,-1,-1
1082,@stellamcbride pretty then me that's for sure,0,-1,-1
1083,@smruiz89 Nope 👎🏾 She made him miserable and always picking fights when the man just needed work smh 🤦🏾‍♀️,-1,-1,-1
1084,Omg at these comments.. Here for the popcorn😂,-1,-1,-1
1085,@slay_with_regina_mua she wasn't posing 😂 girl bye 👋🏾,-1,-1,-1
1086,@mrsyayacivil okay blond nobody said she was posing 😒 I stated it was the pose in The Picture,-1,-1,-1
1087,I'm telling Kim,-1,-1,-1
1088,Mini you ♥️,-1,-1,-1
1089,@eastcoastwolf That's what we do...not judging ...pointing out.,-1,-1,-1
1090,@bisbeeblueyes sinners sinning differently is still sinning,-1,-1,-1
1091,@eastcoastwolf Amen...Your photos are so lovely and wholesome! Your face is like an angel....so sweet! Take care and God bless You!,0,-1,0
1092,Hoo,-1,-1,-1
1093,@jasnoske you are the naive one If you don't admit there are pedophiles in the web,0,-1,-1
1094,P is gonna be a STAR ⭐️ I can see it now!,-1,-1,-1
1095,2 pretties,0,-1,-1
1096,@belle021980 I thought this was Bailey for a minute lol 💕,-1,-1,-1
1097,"Love them, watched them grow 🤗",-1,-1,-1
1098,Is that Khloé on the back??? Scott @khloekardashian @letthelordbewithyou,-1,-1,-1
1099,@taliaacassel they're both gonna be so pretty,0,-1,-1
1100,Babies😍❤️,-1,-1,-1
1101,Cuties💗,0,-1,-1
1102,Little girls should not be in bikinis I'm sorry,0,-1,-1
1103,@daisydukes143 then your thinking of little girls the wrong way,-1,-1,-1
1104,Stop calling a bikini inappropriate it's a fucking swimsuit. If you think it's inappropriate then you are a child predator because clearly your thinking of little children the wrong way.,1,-1,-1
1105,Lol they are doing the same thing !,-1,-1,-1
1106,"@laceb25 self respect has nothing to do with a bikini 🤦‍♀️, it simply has to do with a preference in swimming attire.",-1,-1,-1
1107,@kellbell187 girl no body care about your comment let them be .!! 🙄,-1,-1,-1
1108,@jessicawetzstein Scott joined their trip to Lombok!,-1,-1,-1
1109,@sarahreny literal cousin goals,-1,-1,-1
1110,beautiful girls,0,-1,-1
1111,@skollias hotter than us!,0,-1,-1
1112,P is so cute. She is the cutest girl in the family. Whats wrong with north's hair? Why is it so fizzy and not smooth like p's? P looks more like a girl than north even when kim put flowers in her kid's hair and earing. Awful. Take notes kim. Look at P.,0,-1,-1
1113,@gretfeldej87 these two are their doppelgängers,0,-1,-1
1114,@mingmingthe_puppy kids should be able to wear what they want! The old mens are the problem and not the innocent little girls! In what kind of world do we live in ?!,1,-1,-1
1115,@mingmingthe_puppy how is it gross and sick?? Then you must be the one sick in the head! At that age girls don't think about what they are wearing!!,1,-1,-1
1116,"Hello, Best stop for all credit repair!
 I can manage your debts expertly and properly, I can get for you real loans for business and all with lowest interest rates, I can also broker you with investors.
 Ready to take your life and business to the next level?
 DM ME NOW!!!",-1,-1,-1
1117,@liridonqosja uhhh wtf,-1,-1,-1
1118,@5yolanda5 yeah 💙,-1,-1,-1
1119,"LOL, ""sailing"" is what the boat's crew is doing. The white dude in this photo is not; caption should have read ""just being"".",0,-1,-1
1120,@ektayadavvv big daddy,-1,-1,-1
1121,oh yes,-1,-1,-1
1122,The person behind you is sailing. You are “just lying down”.,-1,-1,-1
1123,Dawg who takes your pictures lmao,-1,-1,-1
1124,Can we be friends? lol,-1,-1,-1
1125,Put your shiback on👌,0,-1,-1
1126,@danibrown22 only just seen this!!!!!!! 100%!!!!!!!,-1,-1,-1
1127,On his wolf of Wall Street shit,-1,-1,-1
1128,Awesome Scott!,-1,-1,-1
1129,North ❤️😍,-1,-1,-1
1130,DID YOU NEED 🎉LOGO?🎉 💫CARTOON GRAPHICS (TOON)? 💫 🎨ALBUM COVER?🎨 AND ANY 🎨RELATED 🎨GRAPHICS 🎨DESIGN?🎨 AT REASONABLE PRICE HIT🔥ME✋UP 👆💫🎆🎨🎉🎆✋🎆💫🎨🎉✋🎆💫🎨🎉✋,-1,-1,-1
1131,I hope you two gets back together. You have a beautiful family. Work it out. And both of you try a little harder to get back together.,-1,-1,-1
1132,@whypatrick you must be a Failed Abortion,-1,-1,-1
1133,@kevinbojorquez where is Kim? 😕,-1,-1,-1
1134,@meljacques9 when Scott is an alcoholic,-1,-1,-1
1135,@letthelordbewithyou lose the little girl you're dating and get back with the woman you love and mother of your children!,-1,-1,-1
1136,With the ex bahahahahaha poor little Richie girl ain't got shit on Koubut don't go back to this dreamer lol,-1,-1,-1
1137,So you're spending time with your real family right???? Cause i see North here👀,-1,-1,-1
1138,Scott loves his little niece North‼️ so adorable 🔥,-1,-1,-1
1139,@austezygotkush ignorant,-1,-1,-1
1140,Sail on 🤚,-1,-1,-1
1141,King,-1,-1,-1
1142,@courtncole you mad or nah?!,-1,-1,-1
1143,Is that kanye and travis in the back? Why arent you helping?,-1,-1,-1
1144,@angelinagiglia ummmm should we be going to Melbourne!!,-1,-1,-1
1145,@mrs.langley book the tickets I'm not joking,-1,-1,-1
1146,Why you posing like @younesbendjima,-1,-1,-1
1147,@brannyl prob is you have to be there all day to remotely see him. 😑 I wish it was on a weekend 😭,-1,-1,-1
1148,@jademaloon just tell work you have an event meeting to attend!! 😂,-1,-1,-1
1149,God wish I was in Melbourne 😂 visit grafton nsw lol,-1,-1,-1
1150,@antipasto_lady haha wtf Windsor smith,-1,-1,-1
1151,@wiona__ I've been tagged in this twice now 🧐,-1,-1,-1
1152,"@arianagibbons you didn't even tag anyone, you're actually just talking to Scott?!",-1,-1,-1
1153,@truee_lifee lmaooo Yes💀,-1,-1,-1
1154,@arianagibbons I am done!!!! Lmfao,-1,-1,-1
1155,@antipasto_lady Hahahaha how the hell is Windsor smith affording the lord?!?,-1,-1,-1
1156,@lisab2409 you ll be off I suppose.,-1,-1,-1
1157,@rein343 @manuriamanthi I'm going on Friday to see him,-1,-1,-1
1158,@kbevvy if only I lived in Melbourne still,-1,-1,-1
1159,@nyoung92 please go meet him 😍😍😍😍,-1,-1,-1
1160,@ange_stef01 be ready..I'm picking up you & Anch 🤣,-1,-1,-1
1161,@fallylappen whay?,-1,-1,-1
1162,Looooove the shooooohair yassssss,0,-1,-1
1163,@hana_rosay let me know if you see him,-1,-1,-1
1164,Looking great Scott do you have a new stylist..you must have Meghan Markles stylist ..😉 looking fabulous,0,-1,-1
1165,You are looking absolutely amazing,0,-1,-1
1166,@littlestjules I'd totally would of gone 🙌🏻 but off to Rads,-1,-1,-1
1167,I love you @letthelordbewithyou,-1,-1,-1
1168,Eye candy omgoodness handsome man,0,-1,-1
1169,@_jessandrea fkkkk we missed it,-1,-1,-1
1170,I'm so annoyed you treated kourtney so shitty,1,-1,-1
1171,Are all your photos taken with a flip phone?,-1,-1,-1
1172,So freakin handsome... love the hair!,0,-1,-1
1173,I love your hair ❤️,0,-1,-1
1174,Your hair!! Im surprise,0,-1,-1
1175,You look good ....Much younger,0,-1,-1
1176,I like your hair like this,0,-1,-1
1177,WEAR THE FUCKN SUITS SCOTT!! 🤦🏻‍♀️,-1,-1,-1
1178,@jojobccc but kourtney moved on also 🙄,-1,-1,-1
1179,Poo big head,-1,-1,-1
1180,Aren't you something to admire and I can't help but notice you reflect in,-1,-1,-1
1181,@mitch_nono not hating the haircut tbh 👀,0,-1,-1
1182,@novlau literally how Masons gona look like,-1,-1,-1
1183,@letthelordbewithyou Ery like your son Mason in this pic.,-1,-1,-1
1184,I like the new haircut😍,0,-1,-1
1185,U look younger with shohair ... way better!😘,0,-1,-1
1186,we gone scott disick you up in December @itsjakemate1,-1,-1,-1
1187,@emma_darv weekend I reckon,-1,-1,-1
1188,Call me then😂💜,-1,-1,-1
1189,@_enza_schirripa with a face likes yours darling I would probably blame women to have gone to a plastic surgeon as well lol,0,-1,-1
1190,Dog? Really?,-1,-1,-1
1191,No wonder why children in school are bully's....just come to the comment section to see how the parent's teach them to act,-1,-1,-1
1192,I love his hair.,0,-1,-1
1193,Cut this beaufiful childs hair already.,0,-1,-1
1194,@opflynn comments,-1,-1,-1
1195,@kyleighchardae I'm obsessed lately 😍😍😩,-1,-1,-1
1196,@jamie_p14 omg looking just like P😭😻💗,-1,-1,-1
1197,@katie_private_26 troll 👻🤣,-1,-1,-1
1198,Omfg he is so cute @brittanyhankinson,0,-1,-1
1199,This kid is my style icon today,-1,-1,-1
1200,Is this reign or p? @carlywinterburn,-1,-1,-1
1201,A super star👏🙌,-1,-1,-1
1202,Dawg** it must be spelled this way‼️,-1,-1,-1
1203,I love his hair,0,-1,-1
1204,P's twin,-1,-1,-1
1205,@londondogboarding bro why you switching through accounts? aint that exhausting,-1,-1,-1
1206,@kehlanibro nah bro but I'm thinking of getting another account..,-1,-1,-1
1207,Adorable he looks just like his mom!,0,-1,-1
1208,the caption tho 😭😭,-1,-1,-1
1209,Hair looks awful.,0,-1,-1
1210,His Hair! 😍👌 So handsome! Most these women are jel coz he got better hair than them!! 🤣,0,-1,-1
1211,"My gosh, I love his hair! I wish my son still had his😭😭😭",0,-1,-1
1212,Poor Mason got shafted on genes...,-1,-1,-1
1213,He's my favveeee @ninachouika,-1,-1,-1
1214,@saraspixx yesss I love him!,-1,-1,-1
1215,Love his hair it is just too long !,0,-1,-1
1216,@mirelalella says the bitch with the no picture... 😂 fuck off,-1,-1,-1
1217,Really? Lol,-1,-1,-1
1218,Look at my paintings 🎨 @letthelordbewithyou,-1,-1,-1
1219,@clomo3000 BAHAHAHA,-1,-1,-1
1220,I like the shohair on us @letthelordbewithyou 🔥,0,-1,-1
1221,Wow Scott is hot,0,-1,-1
1222,@george.tte hahahahahahahhaha,-1,-1,-1
